"person_id","first_name","last_name","display_first_last","display_last_comma_first","display_fi_last","birthdate","school","country","last_affiliation","height","weight","season_exp","jersey","position","rosterstatus","team_id","team_name","team_abbreviation","team_code","team_city","playercode","from_year","to_year","dleague_flag"
2732,"Ben","Gordon","Ben Gordon","Gordon, Ben","B. Gordon","1983-04-04T00:00:00","Connecticut","USA","Connecticut/USA","6-3","205",10,"7","Guard","Active",1610612753,"Magic","ORL","magic","Orlando","ben_gordon","2004","2014","N"
2733,"Shaun","Livingston","Shaun Livingston","Livingston, Shaun","S. Livingston","1985-09-11T00:00:00","Peoria Central HS (IL)","USA","Peoria Central HS (IL)/USA","6-7","192",9,"34","Guard","Active",1610612744,"Warriors","GSW","warriors","Golden State","shaun_livingston","2004","2014","Y"
2734,"Devin","Harris","Devin Harris","Harris, Devin","D. Harris","1983-02-27T00:00:00","Wisconsin","USA","Wisconsin/USA","6-3","192",10,"20","Guard","Active",1610612742,"Mavericks","DAL","mavericks","Dallas","devin_harris","2004","2014","N"
2735,"Josh","Childress","Josh Childress","Childress, Josh","J. Childress","1983-06-20T00:00:00","Stanford","USA","Stanford/USA","",NA,0,"","","Inactive",0,"","","","","josh_childress","2004","2013","N"
2736,"Luol","Deng","Luol Deng","Deng, Luol","L. Deng","1985-04-16T00:00:00","Duke","Great Britain","Duke/Great Britain","6-9","220",10,"9","Forward","Active",1610612748,"Heat","MIA","heat","Miami","luol_deng","2004","2014","N"
2737,"Rafael","Araujo","Rafael Araujo","Araujo, Rafael","R. Araujo","1980-08-12T00:00:00","Brigham Young","Brazil","Brigham Young/Brazil","6-11","270",2,"55","Center","Active",1610612762,"Jazz","UTA","jazz","Utah","rafael_araujo","2004","2006","N"
2738,"Andre","Iguodala","Andre Iguodala","Iguodala, Andre","A. Iguodala","1984-01-28T00:00:00","Arizona","USA","Arizona/USA","6-6","215",10,"9","Guard-Forward","Active",1610612744,"Warriors","GSW","warriors","Golden State","andre_iguodala","2004","2014","N"
2739,"Luke","Jackson","Luke Jackson","Jackson, Luke","L. Jackson","1981-11-06T00:00:00","Oregon","US","Oregon/US","",NA,0,"","","Inactive",0,"","","","","luke_jackson","2004","2007","Y"
2740,"Andris","Biedrins","Andris Biedrins","Biedrins, Andris","A. Biedrins","1986-04-02T00:00:00","Riga, Latvia","Latvia","BK Skonto/Latvia","",NA,0,"","","Inactive",0,"","","","","andris_biedrins","2004","2013","N"
2741,"Robert","Swift","Robert Swift","Swift, Robert","R. Swift","1985-12-03T00:00:00","Bakersfield HS (CA)","US","Bakersfield HS (CA)/US","7-1","270",3,"31","Center","Active",1610612760,"Thunder","OKC","thunder","Oklahoma City","robert_swift","2004","2008","Y"
2742,"Sebastian","Telfair","Sebastian Telfair","Telfair, Sebastian","S. Telfair","1985-06-09T00:00:00","Abraham Lincoln HS (Brooklyn, NY)","USA","Abraham Lincoln HS (Brooklyn, NY)/USA","",NA,0,"","","Inactive",0,"","","","","sebastian_telfair","2004","2014","N"
2743,"Kris","Humphries","Kris Humphries","Humphries, Kris","K. Humphries","1985-02-06T00:00:00","Minnesota","USA","Minnesota/USA","6-9","235",10,"43","Forward","Active",1610612764,"Wizards","WAS","wizards","Washington","kris_humphries","2004","2014","N"
2744,"Al","Jefferson","Al Jefferson","Jefferson, Al","A. Jefferson","1985-01-04T00:00:00","Prentiss HS (MS)","USA","Prentiss HS (MS)/USA","6-10","289",10,"25","Center","Active",1610612766,"Hornets","CHA","hornets","Charlotte","al_jefferson","2004","2014","N"
2745,"Kirk","Snyder","Kirk Snyder","Snyder, Kirk","K. Snyder","1983-06-05T00:00:00","Nevada-Reno","US","Nevada-Reno/US","6-6","225",3,"30","Forward-Guard","Active",1610612750,"Timberwolves","MIN","timberwolves","Minnesota","kirk_snyder","2004","2007","N"
2746,"Josh","Smith","Josh Smith","Smith, Josh","J. Smith","1985-12-05T00:00:00","Oak Hill Academy (VA)","USA","Oak Hill Academy (Mouth of Wilson, VA)/USA","6-9","225",10,"5","Forward","Active",1610612745,"Rockets","HOU","rockets","Houston","josh_smith","2004","2014","N"
2747,"J.R.","Smith","J.R. Smith","Smith, J.R.","J. Smith","1985-09-09T00:00:00","St. Benedict's Prep (NJ)","USA","St. Benedict's Prep (Newark, NJ)/USA","6-6","225",10,"5","Guard-Forward","Active",1610612739,"Cavaliers","CLE","cavaliers","Cleveland","jr_smith","2004","2014","N"
2748,"Dorell","Wright","Dorell Wright","Wright, Dorell","D. Wright","1985-12-02T00:00:00","South Kent Prep (CT)","USA","South Kent Prep HS (CT)/USA","6-9","205",10,"1","Forward","Active",1610612757,"Trail Blazers","POR","blazers","Portland","dorell_wright","2004","2014","Y"
2749,"Jameer","Nelson","Jameer Nelson","Nelson, Jameer","J. Nelson","1982-02-09T00:00:00","St. Joseph's, PA","USA","Saint Joseph's/USA","6-0","190",10,"28","Guard","Active",1610612743,"Nuggets","DEN","nuggets","Denver","jameer_nelson","2004","2014","N"
2750,"Pavel","Podkolzin","Pavel Podkolzin","Podkolzin, Pavel","P. Podkolzin","1985-01-15T00:00:00","Russia","Russia","Russia/Russia","",NA,0,"","","Inactive",0,"","","","","pavel_podkolzine","2004","2005","Y"
2751,"Viktor","Khryapa","Viktor Khryapa","Khryapa, Viktor","V. Khryapa","1982-08-03T00:00:00","Russia","Russia","Russia/Russia","",NA,0,"","","Inactive",0,"","","","","europelive","2004","2008","N"
2752,"Sergei","Monia","Sergei Monia","Monia, Sergei","S. Monia","1983-04-15T00:00:00","Russia","Russia","Russia/Russia","",NA,0,"","","Inactive",0,"","","","","sergei_monia","2005","2005","Y"
2753,"Delonte","West","Delonte West","West, Delonte","D. West","1983-07-26T00:00:00","St. Joseph's, PA","USA","Saint Joseph's/USA","6-3","180",7,"13","Guard","Active",1610612742,"Mavericks","DAL","mavericks","Dallas","delonte_west","2004","2011","Y"
2754,"Tony","Allen","Tony Allen","Allen, Tony","T. Allen","1982-01-11T00:00:00","Oklahoma State","USA","Oklahoma State/USA","6-4","213",10,"9","Forward-Guard","Active",1610612763,"Grizzlies","MEM","grizzlies","Memphis","tony_allen","2004","2014","N"
2755,"Kevin","Martin","Kevin Martin","Martin, Kevin","K. Martin","1983-02-01T00:00:00","Western Carolina","USA","Western Carolina/USA","6-7","204",10,"23","Guard","Active",1610612750,"Timberwolves","MIN","timberwolves","Minnesota","kevin_martin","2004","2014","N"
2756,"Sasha","Vujacic","Sasha Vujacic","Vujacic, Sasha","S. Vujacic","1984-03-08T00:00:00","Maribor, Slovenia","Slovenia","Maribor, Slovenia/Slovenia","",NA,0,"","","Inactive",0,"","","","","sasha_vujacic","2004","2013","N"
2757,"Beno","Udrih","Beno Udrih","Udrih, Beno","B. Udrih","1982-07-05T00:00:00","Sempeter, Slovenia","Slovenia","Breil Milano/Slovenia","6-3","205",10,"19","Guard","Active",1610612763,"Grizzlies","MEM","grizzlies","Memphis","beno_udrih","2004","2014","N"
2758,"David","Harrison","David Harrison","Harrison, David","D. Harrison","1982-08-15T00:00:00","Colorado","US","Colorado/US","7-0","280",3,"13","Center","Active",1610612754,"Pacers","IND","pacers","Indiana","david_harrison","2004","2007","Y"
2760,"Anderson","Varejao","Anderson Varejao","Varejao, Anderson","A. Varejao","1982-09-28T00:00:00","Santa Teresa, Brazil","Brazil","FC Barcelona/Brazil","6-11","267",10,"17","Center","Active",1610612739,"Cavaliers","CLE","cavaliers","Cleveland","anderson_varejao","2004","2014","N"
2761,"Jackson","Vroman","Jackson Vroman","Vroman, Jackson","J. Vroman","1981-06-06T00:00:00","Iowa State","US","Iowa State/US","",NA,0,"","","Inactive",0,"","","","","jackson_vroman","2004","2005","N"
2762,"Peter","Ramos","Peter Ramos","Ramos, Peter","P. Ramos","1985-05-23T00:00:00","Puerto Rico","Puerto Rico","Puerto Rico/Puerto Rico","",NA,0,"","","Inactive",0,"","","","","peter_ramos","2004","2004","Y"
2763,"Lionel","Chalmers","Lionel Chalmers","Chalmers, Lionel","L. Chalmers","1980-11-10T00:00:00","Xavier","US","Xavier (Ohio)/US","6-0","180",0,"0","Guard","Active",1610612746,"Clippers","LAC","clippers","Los Angeles","lionel_chalmers","2004","2004","N"
2764,"Donta","Smith","Donta Smith","Smith, Donta","D. Smith","1983-11-27T00:00:00","SE Illinois College","USA","Southeastern Illinois/USA","6-7","215",1,"15","Guard","Active",1610612737,"Hawks","ATL","hawks","Atlanta","donta_smith","2004","2005","Y"
2765,"Andre","Emmett","Andre Emmett","Emmett, Andre","A. Emmett","1982-08-27T00:00:00","Texas Tech","USA","Texas Tech/USA","",NA,0,"","","Inactive",0,"","","","","andre_emmett","2004","2011","Y"
2766,"Antonio","Burks","Antonio Burks","Burks, Antonio","A. Burks","1980-02-25T00:00:00","Memphis","US","Memphis/US","6-0","195",1,"1","Guard","Active",1610612763,"Grizzlies","MEM","grizzlies","Memphis","antonio_burks","2004","2005","N"
2767,"Royal","Ivey","Royal Ivey","Ivey, Royal","R. Ivey","1981-12-20T00:00:00","Texas","USA","Texas/USA","",NA,0,"","","Inactive",0,"","","","","royal_ivey","2004","2013","N"
2768,"Chris","Duhon","Chris Duhon","Duhon, Chris","C. Duhon","1982-08-31T00:00:00","Duke","USA","Duke/USA","6-1","190",8,"21","Guard","Active",1610612747,"Lakers","LAL","lakers","Los Angeles","chris_duhon","2004","2012","N"
2770,"Justin","Reed","Justin Reed","Reed, Justin","J. Reed","1982-01-16T00:00:00","Mississippi","US","Mississippi/US","",NA,0,"","","Inactive",0,"","","","","justin_reed","2004","2006","Y"
2772,"Trevor","Ariza","Trevor Ariza","Ariza, Trevor","T. Ariza","1985-06-30T00:00:00","UCLA","USA","UCLA/USA","6-8","215",10,"1","Forward","Active",1610612745,"Rockets","HOU","rockets","Houston","trevor_ariza","2004","2014","N"
2773,"Tim","Pickett","Tim Pickett","Pickett, Tim","T. Pickett","1981-04-18T00:00:00","Florida State","US","Florida State/US","",NA,0,"","","Inactive",0,"","","","","tim_pickett",NA,NA,"Y"
2774,"Bernard","Robinson","Bernard Robinson","Robinson, Bernard","B. Robinson","1980-12-26T00:00:00","Michigan","US","Michigan/US","6-6","210",2,"22","Guard-Forward","Active",1610612751,"Nets","NJN","nets","New Jersey","bernard_robinson","2004","2006","N"
2775,"Ha","Seung-Jin","Ha Seung-Jin","Seung-Jin, Ha","H. Seung-Jin","1985-08-04T00:00:00","South Korea","South Korea","South Korea/South Korea","7-3","305",1,"5","Center","Active",1610612757,"Trail Blazers","POR","blazers","Portland","ha_seung-jin","2004","2005","Y"
2776,"Pape","Sow","Pape Sow","Sow, Pape","P. Sow","1981-11-22T00:00:00","Cal State-Fullerton","Senegal","Cal State-Fullerton/Senegal","6-10","250",2,"9","Forward","Active",1610612761,"Raptors","TOR","raptors","Toronto","pape_sow","2004","2006","Y"
2779,"Vassilis","Spanoulis","Vassilis Spanoulis","Spanoulis, Vassilis","V. Spanoulis","1982-07-08T00:00:00","Greece","US","Greece/US","6-4","195",0,"10","Guard","Active",1610612745,"Rockets","HOU","rockets","Houston","vassilis_spanoulis","2006","2006","N"
2782,"Matt","Freije","Matt Freije","Freije, Matt","M. Freije","1981-10-02T00:00:00","Vanderbilt","US","Vanderbilt/US","",NA,0,"","","Inactive",0,"","","","","matt_freije","2004","2006","N"
2784,"Luis","Flores","Luis Flores","Flores, Luis","L. Flores","1981-04-11T00:00:00","Manhattan","US","Manhattan/US","6-2","195",0,"12","Guard","Active",1610612743,"Nuggets","DEN","nuggets","Denver","luis_flores","2004","2004","N"
2785,"Marcus","Douthit","Marcus Douthit","Douthit, Marcus","M. Douthit","1980-04-15T00:00:00","Providence",NA,"Providence/US","",NA,0,"","","Inactive",0,"","","","","marcus_douthit",NA,NA,"Y"
2788,"DJ","Mbenga","DJ Mbenga","Mbenga, DJ","D. Mbenga","1980-12-30T00:00:00","Kinshasa, DRC",NA,"Kinshasa, DRC","7-0","255",6,"28","Center","Active",1610612740,"Hornets","NOH","pelicans","New Orleans","dj_mbenga","2004","2010","N"
2792,"Kyle","Davis","Kyle Davis","Davis, Kyle","K. Davis","1982-06-03T00:00:00","Auburn ''04",NA,"Auburn ''04/US","",NA,0,"","","Inactive",0,"","","","","kyle_davis",NA,NA,"Y"
2798,"Horace","Jenkins","Horace Jenkins","Jenkins, Horace","H. Jenkins","1974-10-14T00:00:00","William Paterson","US","William Paterson/US","6-1","180",0,"5","Guard","Active",1610612765,"Pistons","DET","pistons","Detroit","horace_jenkins","2004","2004","N"
2800,"Tony","Bobbitt","Tony Bobbitt","Bobbitt, Tony","T. Bobbitt","1979-10-22T00:00:00","Cincinnati","US","Cincinnati/US","",NA,0,"","","Inactive",0,"","","","","tony_bobbitt","2004","2004","Y"
2801,"David","Young","David Young","Young, David","D. Young","1981-08-18T00:00:00","North Carolina Central ''04","US","North Carolina Central ''04/US","",NA,0,"","","Inactive",0,"","","","","david_young",NA,NA,"Y"
2804,"Andres","Nocioni","Andres Nocioni","Nocioni, Andres","A. Nocioni","1979-11-30T00:00:00","Santa Fe, Argentina","Argentina","Tau Ceramica/Argentina","",NA,0,"","","Inactive",0,"","","","","andres_nocioni","2004","2011","N"
2809,"Gerald","Fitch","Gerald Fitch","Fitch, Gerald","G. Fitch","1982-08-12T00:00:00","Kentucky","US","Kentucky/US","",NA,0,"","","Inactive",0,"","","","","gerald_fitch","2005","2005","Y"
2810,"Andre","Brown","Andre Brown","Brown, Andre","A. Brown","1981-05-12T00:00:00","DePaul","US","DePaul/US","",NA,0,"","","Inactive",0,"","","","","andre_brown","2006","2008","Y"
2822,"Rich","Melzer","Rich Melzer","Melzer, Rich","R. Melzer","1979-12-08T00:00:00","Wisconsin-River Falls",NA,"Wisconsin-River Falls/US","",NA,0,"","","Inactive",0,"","","","","rich_melzer",NA,NA,"Y"
2823,"John","Edwards","John Edwards","Edwards, John","J. Edwards","1981-07-31T00:00:00","Kent State","US","Kent State/US","7-0","275",1,"54","Center","Active",1610612737,"Hawks","ATL","hawks","Atlanta","john_edwards","2004","2005","Y"
2824,"Desmon","Farmer","Desmon Farmer","Farmer, Desmon","D. Farmer","1981-10-07T00:00:00","USC","US","USC/US","",NA,0,"","","Inactive",0,"","","","","desmon_farmer","2006","2008","Y"
2825,"Ibrahim","Kutluay","Ibrahim Kutluay","Kutluay, Ibrahim","I. Kutluay","1974-01-07T00:00:00","Turkey","US","Turkey/US","",NA,0,"","","Inactive",0,"","","","","ibrahim_kutluay","2004","2004","N"
2827,"Darius","Rice","Darius Rice","Rice, Darius","D. Rice","1982-10-16T00:00:00","Miami (Fla.)",NA,"Miami (Fla.)/US","",NA,0,"","","Inactive",0,"","","","","darius_rice",NA,NA,"Y"
2830,"Sean","Finn","Sean Finn","Finn, Sean","S. Finn","1982-01-04T00:00:00","Dayton","US","Dayton/US","",NA,0,"","","Inactive",0,"","","","","sean_finn",NA,NA,"Y"
2833,"Nigel","Dixon","Nigel Dixon","Dixon, Nigel","N. Dixon","1980-09-06T00:00:00","Western Kentucky",NA,"Western Kentucky/US","",NA,0,"","","Inactive",0,"","","","","nigel_dixon",NA,NA,"Y"
2837,"Alpha","Bangura","Alpha Bangura","Bangura, Alpha","A. Bangura","1980-02-04T00:00:00","St. John's, N.Y.",NA,"St. John's, N.Y.","",NA,0,"","","Inactive",0,"","","","","alpha_bangura",NA,NA,"Y"
2838,"Jon","Smith","Jon Smith","Smith, Jon","J. Smith","1981-08-25T00:00:00","Bowie State",NA,"Bowie State","",NA,0,"","","Inactive",0,"","","","","jon_smith",NA,NA,"Y"
2839,"James","Thomas","James Thomas","Thomas, James","J. Thomas","1980-11-22T00:00:00","Texas","USA","Texas/USA","",NA,0,"","","Inactive",0,"","","","","james_thomas","2004","2005","N"
2841,"Steven","Barber","Steven Barber","Barber, Steven","S. Barber","1980-01-14T00:00:00","Texas-Arlington",NA,"Texas-Arlington/US","",NA,0,"","","Inactive",0,"","","","","steven_barber",NA,NA,"Y"
2845,"Erik","Daniels","Erik Daniels","Daniels, Erik","E. Daniels","1982-04-01T00:00:00","Kentucky","US","Kentucky/US","",NA,0,"","","Inactive",0,"","","","","erik_daniels","2004","2007","Y"
2850,"Anwar","Ferguson","Anwar Ferguson","Ferguson, Anwar","A. Ferguson","1981-10-10T00:00:00","Houston",NA,"Houston/US","",NA,0,"","","Inactive",0,"","","","","anwar_ferguson",NA,NA,"Y"
2852,"Awvee","Storey","Awvee Storey","Storey, Awvee","A. Storey","1977-04-18T00:00:00","Arizona State","US","Arizona State/US","6-6","225",2,"20","Forward-Guard","Active",1610612749,"Bucks","MIL","bucks","Milwaukee","awvee_storey","2004","2007","Y"
2853,"Earl","Barron","Earl Barron","Barron, Earl","E. Barron","1981-08-14T00:00:00","Memphis","USA","Memphis/USA","7-0","250",7,"30","Forward-Center","Active",1610612756,"Suns","PHX","suns","Phoenix","earl_barron","2005","2014","Y"
2857,"Andre","Barrett","Andre Barrett","Barrett, Andre","A. Barrett","1982-02-21T00:00:00","Seton Hall","USA","Seton Hall/USA","",NA,0,"","","Inactive",0,"","","","","andre_barrett","2004","2007","Y"
2863,"Damien","Wilkins","Damien Wilkins","Wilkins, Damien","D. Wilkins","1980-01-11T00:00:00","Georgia","USA","Georgia/USA","6-6","225",8,"8","Guard-Forward","Active",1610612755,"76ers","PHI","sixers","Philadelphia","damien_wilkins","2004","2012","N"
2866,"Jackie","Butler","Jackie Butler","Butler, Jackie","J. Butler","1985-03-10T00:00:00","Southern Illinois","US","Coastal Christian Academy (VA)/US","6-10","260",2,"45","Center","Active",1610612759,"Spurs","SAS","spurs","San Antonio","jackie_butler","2004","2006","N"
2867,"Kasib","Powell","Kasib Powell","Powell, Kasib","K. Powell","1981-03-18T00:00:00","Texas Tech","US","Texas Tech/US","6-7","215",0,"12","Forward","Active",1610612748,"Heat","MIA","heat","Miami","kasib_powell","2007","2007","Y"
2873,"Billy","Thomas","Billy Thomas","Thomas, Billy","B. Thomas","1975-12-23T00:00:00","Kansas","US","Kansas/US","6-5","220",2,"12","Guard","Active",1610612739,"Cavaliers","CLE","cavaliers","Cleveland","billy_thomas","2004","2007","Y"
2876,"Jared","Reiner","Jared Reiner","Reiner, Jared","J. Reiner","1982-04-08T00:00:00","Iowa","US","Iowa/US","6-11","255",1,"55","Center","Active",1610612749,"Bucks","MIL","bucks","Milwaukee","jared_reiner","2004","2006","Y"
2891,"Mark","Jones","Mark Jones","Jones, Mark","M. Jones","1975-05-25T00:00:00","Central Florida","US","Central Florida/US","6-6","215",0,"7","Guard","Active",1610612753,"Magic","ORL","magic","Orlando","mark_jones","1983","2004","Y"
200501,"Kendall","Dartez","Kendall Dartez","Dartez, Kendall","K. Dartez","1980-12-01T00:00:00","Louisville",NA,"Louisville","",NA,0,"","","Inactive",0,"","","","","kendall_dartez",NA,NA,"Y"
200510,"Charles","Gaines","Charles Gaines","Gaines, Charles","C. Gaines","1900-01-01T00:00:00","Southern Mississippi",NA,"Southern Mississippi","",NA,0,"","","Inactive",0,"","","","","charles_gaines",NA,NA,"Y"
200512,"Bernard","King","Bernard King","King, Bernard","B. King","1900-01-01T00:00:00","Texas A&M",NA,"Texas A&M","",NA,0,"","","Inactive",0,"","","","","bernard_king",NA,NA,"Y"
200513,"Austin","Nichols","Austin Nichols","Nichols, Austin","A. Nichols","1900-01-01T00:00:00","Humboldt State",NA,"Humboldt State","",NA,0,"","","Inactive",0,"","","","","austin_nichols",NA,NA,"Y"
200514,"Randall","Orr","Randall Orr","Orr, Randall","R. Orr","1900-01-01T00:00:00","College",NA,"College","",NA,0,"","","Inactive",0,"","","","","randall_orr",NA,NA,"Y"
200517,"Joe","Shipp","Joe Shipp","Shipp, Joe","J. Shipp","1981-02-25T00:00:00","California",NA,"California","",NA,0,"","","Inactive",0,"","","","","joe_shipp",NA,NA,"Y"
200519,"Sung-Yoon","Bang","Sung-Yoon Bang","Bang, Sung-Yoon","S. Bang","1900-01-01T00:00:00","No College",NA,"No College","",NA,0,"","","Inactive",0,"","","","","sung-yoon_bang",NA,NA,"Y"
200521,"Sherman","Gay","Sherman Gay","Gay, Sherman","S. Gay","1900-01-01T00:00:00","Loyola Marymount",NA,"Loyola Marymount","",NA,0,"","","Inactive",0,"","","","","sherman_gay",NA,NA,"Y"
200522,"Terrence","Hill","Terrence Hill","Hill, Terrence","T. Hill","1900-01-01T00:00:00","College",NA,"College","",NA,0,"","","Inactive",0,"","","","","terrence_hill",NA,NA,"Y"
200524,"Isiah","Victor","Isiah Victor","Victor, Isiah","I. Victor","1900-01-01T00:00:00","Tennessee",NA,"Tennessee","",NA,0,"","","Inactive",0,"","","","","isiah_victor",NA,NA,"Y"
200525,"James","Wright","James Wright","Wright, James","J. Wright","1981-06-26T00:00:00","Colorado",NA,"Colorado","",NA,0,"","","Inactive",0,"","","","","james_wright",NA,NA,"Y"
200537,"Ramel","Curry","Ramel Curry","Curry, Ramel","R. Curry","1900-01-01T00:00:00","Cal St.-Bakersfield",NA,"Cal St.-Bakersfield","",NA,0,"","","Inactive",0,"","","","","ramel_curry",NA,NA,"Y"
200544,"Garry","Hill-Thomas","Garry Hill-Thomas","Hill-Thomas, Garry","G. Hill-Thomas","1982-06-12T00:00:00","Nevada-Reno",NA,"Nevada-Reno","",NA,0,"","","Inactive",0,"","","","","garry_hill-thomas",NA,NA,"Y"
200549,"Ben","Adams","Ben Adams","Adams, Ben","B. Adams","1900-01-01T00:00:00","New Orleans",NA,"New Orleans","",NA,0,"","","Inactive",0,"","","","","ben_adams",NA,NA,"Y"
200551,"Curtis","Millage","Curtis Millage","Millage, Curtis","C. Millage","1900-01-01T00:00:00","Arizona State",NA,"Arizona State","",NA,0,"","","Inactive",0,"","","","","curtis_millage",NA,NA,"Y"
200552,"Kevin","Frey","Kevin Frey","Frey, Kevin","K. Frey","1980-03-10T00:00:00","Xavier",NA,"Xavier","",NA,0,"","","Inactive",0,"","","","","kevin_frey",NA,NA,"Y"
200553,"Marcus","Taylor","Marcus Taylor","Taylor, Marcus","M. Taylor","1981-11-25T00:00:00","Michigan State",NA,"Michigan State","",NA,0,"","","Inactive",0,"","","","","marcus_taylor",NA,NA,"Y"
200554,"Alvin","Broussard","Alvin Broussard","Broussard, Alvin","A. Broussard","1980-01-27T00:00:00","San Francisco",NA,"San Francisco","",NA,0,"","","Inactive",0,"","","","","alvin_broussard",NA,NA,"Y"
200555,"TJ","Cummings","TJ Cummings","Cummings, TJ","T. Cummings","1981-08-31T00:00:00","UCLA",NA,"UCLA","",NA,0,"","","Inactive",0,"","","","","tj_cummings",NA,NA,"Y"
200557,"Chet","Mason","Chet Mason","Mason, Chet","C. Mason","1981-04-25T00:00:00","Miami (Ohio)",NA,"Miami (Ohio)/US","",NA,0,"","","Inactive",0,"","","","","chet_mason",NA,NA,"Y"
200558,"Cody","Toppert","Cody Toppert","Toppert, Cody","C. Toppert","1983-01-10T00:00:00","Cornell",NA,"Cornell","",NA,0,"","","Inactive",0,"","","","","cody_toppert",NA,NA,"Y"
200559,"Brian","Morrison","Brian Morrison","Morrison, Brian","B. Morrison","1982-07-25T00:00:00","UCLA",NA,"UCLA","",NA,0,"","","Inactive",0,"","","","","brian_morrison",NA,NA,"Y"
200561,"Myron","Allen","Myron Allen","Allen, Myron","M. Allen","1979-06-29T00:00:00","North Dakota",NA,"North Dakota","",NA,0,"","","Inactive",0,"","","","","myron_allen",NA,NA,"Y"
200562,"Brandon","Dean","Brandon Dean","Dean, Brandon","B. Dean","1979-11-21T00:00:00","Arkansas",NA,"Arkansas","",NA,0,"","","Inactive",0,"","","","","brandon_dean",NA,NA,"Y"
200563,"Brandon","Freeman","Brandon Freeman","Freeman, Brandon","B. Freeman","1983-01-27T00:00:00","Arkansas-Little Rock",NA,"Arkansas-Little Rock","",NA,0,"","","Inactive",0,"","","","","brandon_freeman",NA,NA,"Y"
200564,"Brian","Jackson","Brian Jackson","Jackson, Brian","B. Jackson","1980-10-04T00:00:00","Oregon State",NA,"Oregon State","",NA,0,"","","Inactive",0,"","","","","brian_jackson",NA,NA,"Y"
200565,"Shawnson","Johnson","Shawnson Johnson","Johnson, Shawnson","S. Johnson","1980-03-10T00:00:00","North Texas",NA,"North Texas","",NA,0,"","","Inactive",0,"","","","","shawnson_johnson",NA,NA,"Y"
200566,"Chris","Shumate","Chris Shumate","Shumate, Chris","C. Shumate","1981-06-09T00:00:00","Murray State",NA,"Murray State","",NA,0,"","","Inactive",0,"","","","","chris_shumate",NA,NA,"Y"
200567,"Harvey","Thomas","Harvey Thomas","Thomas, Harvey","H. Thomas","1982-07-18T00:00:00","Baylor",NA,"Baylor","",NA,0,"","","Inactive",0,"","","","","harvey_thomas",NA,NA,"Y"
200568,"Clay","Tucker","Clay Tucker","Tucker, Clay","C. Tucker","1980-06-14T00:00:00","Wisc.-Milwaukee",NA,"Wisc.-Milwaukee","",NA,0,"","","Inactive",0,"","","","","clay_tucker",NA,NA,"Y"
200570,"Anthony","Fuqua","Anthony Fuqua","Fuqua, Anthony","A. Fuqua","1983-02-16T00:00:00","University of Texas-San Antonio",NA,"University of Texas-San Antonio","",NA,0,"","","Inactive",0,"","","","","anthony_fuqua",NA,NA,"Y"
200571,"Ryan","Forehan-Kelly","Ryan Forehan-Kelly","Forehan-Kelly, Ryan","R. Forehan-Kelly","1900-01-01T00:00:00","California",NA,"California","",NA,0,"","","Inactive",0,"","","","","ryan_forehan-kelly",NA,NA,"Y"
200572,"Jeff","Hagen","Jeff Hagen","Hagen, Jeff","J. Hagen","1982-02-16T00:00:00","Minnesota",NA,"Minnesota","",NA,0,"","","Inactive",0,"","","","","jeff_hagen",NA,NA,"Y"
200573,"Jamar","Smith","Jamar Smith","Smith, Jamar","J. Smith","1980-12-05T00:00:00","Maryland",NA,"Maryland/US","",NA,0,"","","Inactive",0,"","","","","jamar_smith",NA,NA,"Y"
200574,"Anthony","Coleman","Anthony Coleman","Coleman, Anthony","A. Coleman","1982-10-06T00:00:00","Long Beach State",NA,"Long Beach State","",NA,0,"","","Inactive",0,"","","","","anthony_coleman",NA,NA,"Y"
200575,"Romel","Beck","Romel Beck","Beck, Romel","R. Beck","1982-05-29T00:00:00","Nevada-Las Vegas",NA,"Nevada-Las Vegas/US","",NA,0,"","","Inactive",0,"","","","","romel_beck",NA,NA,"Y"
200576,"Josh","Gross","Josh Gross","Gross, Josh","J. Gross","1983-11-25T00:00:00","IUPUI",NA,"IUPUI","",NA,0,"","","Inactive",0,"","","","","josh_gross",NA,NA,"Y"
200577,"Jonathan","Moore","Jonathan Moore","Moore, Jonathan","J. Moore","1982-06-10T00:00:00","N. Carolina Central",NA,"N. Carolina Central","",NA,0,"","","Inactive",0,"","","","","jonathan_moore",NA,NA,"Y"
200578,"George","Leach","George Leach","Leach, George","G. Leach","1981-05-13T00:00:00","Indiana",NA,"Indiana","",NA,0,"","","Inactive",0,"","","","","george_leach",NA,NA,"Y"
200579,"EJ","Rowland","EJ Rowland","Rowland, EJ","E. Rowland","1983-05-18T00:00:00","St. Mary's (CA)",NA,"St. Mary's (CA)","",NA,0,"","","Inactive",0,"","","","","ej_rowland",NA,NA,"Y"
200580,"Majic","Dorsey","Majic Dorsey","Dorsey, Majic","M. Dorsey","1981-08-05T00:00:00","Brevard Community College",NA,"Brevard Community College","",NA,0,"","","Inactive",0,"","","","","majic_dorsey",NA,NA,"Y"
200581,"Dainmon","Gonner","Dainmon Gonner","Gonner, Dainmon","D. Gonner","1981-08-05T00:00:00","S.E. Missouri",NA,"S.E. Missouri","",NA,0,"","","Inactive",0,"","","","","dainmon_gonner",NA,NA,"Y"
200583,"Brandon","Robinson","Brandon Robinson","Robinson, Brandon","B. Robinson","1981-04-15T00:00:00","Auburn",NA,"Auburn/US","",NA,0,"","","Inactive",0,"","","","","brandon_robinson",NA,NA,"Y"
